"cell_names","tSNE1","tSNE2","Cluster","Patient","SampleType","stype","invariantTCR","Units"
"PTC9-20170215",10.5330945360988,-20.4330095315485,"CD8_C03-CX3CR1","P0215","PTC","CD8","diverse","log2(TPM + 1)"
"PTC94-20170215",32.3957820626887,-26.1035943297394,"CD8_C01-CCR7","P0215","PTC","CD8","diverse","log2(TPM + 1)"
"PTC95-20170215",10.3457060195912,-31.0941517675211,"CD8_C03-CX3CR1","P0215","PTC","CD8","diverse","log2(TPM + 1)"
"PTC96-20170215",8.13362178893488,-18.9092214675674,"CD8_C03-CX3CR1","P0215","PTC","CD8","diverse","log2(TPM + 1)"
"PTH100-20170215",34.2235351954124,-2.43655025251127,"CD4_C01-CCR7","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH103-20170215",29.0011618157022,-4.2995021088448,"CD4_C02-ANXA1","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH104-20170215",33.418666357205,-2.79482293123781,"CD4_C01-CCR7","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH105-20170215",33.3160428816158,-2.96634755959206,"CD4_C01-CCR7","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH106-20170215",38.6445910076742,-3.39415948021334,"CD4_C01-CCR7","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH107-20170215",38.4057497827186,-6.37886733610518,"CD4_C01-CCR7","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH108-20170215",29.6379836112503,-2.86060124239921,"CD4_C01-CCR7","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH109-20170215",34.8164579417111,-2.63915555641318,"CD4_C01-CCR7","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH110-20170215",28.8945206164817,-3.05976320844441,"CD4_C02-ANXA1","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH112-20170215",38.4151422948429,-3.52500905887395,"CD4_C01-CCR7","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH113-20170215",33.5182378781985,-2.24681052552004,"CD4_C01-CCR7","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH114-20170215",28.8763399782878,-3.71191662925479,"CD4_C02-ANXA1","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH117-20170215",34.2738799041658,-2.54625297419747,"CD4_C01-CCR7","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH118-20170215",36.2753484647714,-4.49465941848968,"CD4_C01-CCR7","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH119-20170215",36.0441892605238,-2.9998951623569,"CD4_C01-CCR7","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH123-20170215",32.4349888408269,-3.59237338186874,"CD4_C01-CCR7","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH126-20170215",38.5357238725004,-4.34846788441151,"CD4_C01-CCR7","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH127-20170215",34.5507140608714,-2.57012070224885,"CD4_C01-CCR7","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH128-20170215",38.529549569357,-3.94198215579928,"CD4_C01-CCR7","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH131-20170215",37.0414467040567,-0.60941135013508,"CD4_C01-CCR7","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH133-20170215",38.286158378185,-2.57009214427776,"CD4_C01-CCR7","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH134-20170215",33.648739696599,-3.92303869594713,"CD4_C01-CCR7","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH136-20170215",32.6113413072139,-3.56491412584638,"CD4_C01-CCR7","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH140-20170215",34.2632049045143,-2.35143512095749,"CD4_C01-CCR7","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH144-20170215",30.275050853861,-0.626475601690006,"CD4_C01-CCR7","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH147-20170215",29.552061772703,-4.09043860327536,"CD4_C02-ANXA1","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH151-20170215",38.0818402089147,-4.00825482838331,"CD4_C01-CCR7","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH157-20170215",34.2164349757791,-2.03309867863246,"CD4_C01-CCR7","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH158-20170215",32.6390133940773,-3.83538787766965,"CD4_C01-CCR7","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH159-20170215",33.3037269467394,-2.91137781227565,"CD4_C01-CCR7","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH160-20170215",38.3255786522175,-4.67624938747276,"CD4_C01-CCR7","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH161-20170215",38.7908850068875,-2.82280279290979,"CD4_C01-CCR7","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH163-20170215",34.9775244153189,-3.0649296761728,"CD4_C01-CCR7","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH165-20170215",33.8608448918218,-3.96059083393782,"CD4_C01-CCR7","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH166-20170215",34.6918641825571,-3.33602080009585,"CD4_C01-CCR7","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH168-20170215",38.1145077011375,-1.91791728617553,"CD4_C01-CCR7","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH169-20170215",34.5413458366797,0.576638667658781,"CD4_C01-CCR7","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH170-20170215",34.4322974008394,-2.55560586368191,"CD4_C01-CCR7","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH173-20170215",33.0378350867713,-2.27755756031317,"CD4_C01-CCR7","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH174-20170215",34.6513422128701,-3.0475304909752,"CD4_C01-CCR7","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH181-20170215",37.5097807158059,-4.37478788995098,"CD4_C01-CCR7","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH182-20170215",34.8587909498162,-3.28470098755016,"CD4_C01-CCR7","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH183-20170215",35.7710405576047,-3.13718880804911,"CD4_C01-CCR7","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH184-20170215",26.0607920801528,-2.8319183868721,"CD4_C02-ANXA1","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH186-20170215",38.7515540540456,-3.06350693838855,"CD4_C01-CCR7","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH190-20170215",34.6946153578192,-2.46554990502833,"CD4_C01-CCR7","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH191-20170215",3.11556080250614,19.9829744162924,"CD4_C10-IKZF2","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH89-20170215",30.8668288789264,11.1260339019087,"CD4_C10-IKZF2","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH90-20170215",30.8726469638786,10.725114173856,"CD4_C10-IKZF2","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTH91-20170215",33.2208205978978,8.05429948715481,"CD4_C02-ANXA1","P0215","PTH","CD4","diverse","log2(TPM + 1)"
"PTR10-20170215",27.7824118371452,-3.98567904525615,"CD4_C02-ANXA1","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR11-20170215",26.910417675523,-4.71559718752995,"CD4_C02-ANXA1","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR1-20170215",21.6893674682422,-6.08684597082627,"CD4_C02-ANXA1","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR12-20170215",21.7080580870521,-7.43740796104095,"CD4_C02-ANXA1","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR14-20170215",31.3252053110376,7.70741370857028,"CD4_C10-IKZF2","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR16-20170215",32.6557732475748,11.4422748186329,"CD4_C10-IKZF2","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR19-20170215",30.9734976042734,3.65551875321508,"CD4_C10-IKZF2","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR21-20170215",31.7804078311471,10.6341117462281,"CD4_C10-IKZF2","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR2-20170215",28.2385132931839,-2.72661449055412,"CD4_C02-ANXA1","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR22-20170215",32.354614669555,9.47878877056992,"CD4_C10-IKZF2","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR23-20170215",32.3827086186255,9.03384639101699,"CD4_C10-IKZF2","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR24-20170215",29.9578527274081,6.28001778988201,"CD4_C10-IKZF2","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR25-20170215",26.6100355561683,-4.55097471934483,"CD4_C02-ANXA1","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR27-20170215",27.4553920958415,-4.44230671740816,"CD4_C02-ANXA1","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR28-20170215",21.8705127338668,-8.31355803392782,"CD4_C02-ANXA1","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR29-20170215",30.9058913237915,10.9127575520034,"CD4_C10-IKZF2","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR30-20170215",31.8655656367637,9.83861671892694,"CD4_C10-IKZF2","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR3-20170215",28.748930784426,-3.80518467467507,"CD4_C02-ANXA1","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR33-20170215",29.8358681196931,5.60388596430575,"CD4_C10-IKZF2","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR34-20170215",32.1916049147725,9.66206572631283,"CD4_C10-IKZF2","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR35-20170215",23.7947861115828,-5.11105985047695,"CD4_C02-ANXA1","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR36-20170215",26.5572690235138,-4.46466739873531,"CD4_C02-ANXA1","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR37-20170215",30.5244596945114,2.68474793535773,"CD4_C10-IKZF2","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR41-20170215",29.7751293901611,6.48487855638164,"CD4_C10-IKZF2","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR42-20170215",22.3569544663242,-7.39485155443181,"CD4_C02-ANXA1","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR44-20170215",31.6099181213817,10.243588657805,"CD4_C10-IKZF2","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR46-20170215",30.5985891393063,2.66207524369773,"CD4_C10-IKZF2","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR47-20170215",21.8645559260416,-7.32085027320698,"CD4_C02-ANXA1","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR48-20170215",21.9441182545689,-7.90830333600371,"CD4_C02-ANXA1","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR51-20170215",30.4909884479318,3.51515596011083,"CD4_C10-IKZF2","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR5-20170215",28.834656141697,-3.6412121840144,"CD4_C02-ANXA1","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR52-20170215",31.0751156023031,6.06525878520348,"CD4_C10-IKZF2","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR55-20170215",28.7817382884974,-2.98013408532172,"CD4_C02-ANXA1","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR56-20170215",30.2273545703168,2.56328544907917,"CD4_C10-IKZF2","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR57-20170215",29.3130798970673,6.17542423366028,"CD4_C10-IKZF2","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR58-20170215",30.5801894421439,3.86724696779537,"CD4_C10-IKZF2","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR61-20170215",29.9841779597431,2.38458266942241,"CD4_C01-CCR7","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR62-20170215",21.6929487238175,-7.76614429613422,"CD4_C02-ANXA1","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR63-20170215",30.8132389916806,3.87835602422588,"CD4_C01-CCR7","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR65-20170215",26.9801276319584,-4.33884039655077,"CD4_C02-ANXA1","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR69-20170215",21.7731571881542,-7.25668040926824,"CD4_C02-ANXA1","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR71-20170215",21.8509191973093,-8.05551234044918,"CD4_C02-ANXA1","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR73-20170215",21.7503585725596,-6.04086933985271,"CD4_C02-ANXA1","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR77-20170215",32.0287415434388,9.22172187784779,"CD4_C10-IKZF2","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR80-20170215",26.5733611582441,-4.77646787276068,"CD4_C02-ANXA1","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR81-20170215",22.9928602733516,-7.84321153836819,"CD4_C02-ANXA1","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR8-20170215",30.4736601419548,11.4476029745692,"CD4_C10-IKZF2","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR83-20170215",29.3930617696249,6.657310049097,"CD4_C10-IKZF2","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR84-20170215",32.1320070308105,10.9397942816293,"CD4_C10-IKZF2","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR86-20170215",30.9396016609876,11.086528547632,"CD4_C10-IKZF2","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR9-20170215",32.2290816602599,9.36294824483559,"CD4_C10-IKZF2","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR93-20170215",26.9810686706717,-4.59649708724616,"CD4_C02-ANXA1","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"PTR96-20170215",21.9150293554819,-8.20109357487547,"CD4_C02-ANXA1","P0215","PTR","CD4","diverse","log2(TPM + 1)"
"TTC100-20170215",-6.90268908301494,-13.5796848158038,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC101-20170215",-2.22649564492309,-27.3453250208072,"CD8_C03-CX3CR1","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC103-20170215",-14.7610890282225,-8.37649489321607,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC104-20170215",-17.407834375845,-6.53798031928484,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC105-20170215",-16.3101963717929,-13.9513411480057,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC106-20170215",-25.0969898845885,-0.734031483848681,"CD8_C07-HAVCR2","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC107-20170215",-27.6752473272012,-6.60555631746616,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC108-20170215",-10.3266056471574,-11.4919024758898,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC109-20170215",-4.14400748439147,-14.333978738421,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC110-20170215",-16.0687980873266,-6.99407551107596,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC113-20170215",-10.5304564748251,-6.76118349869069,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC114-20170215",-32.4670289763078,-23.4586143510971,"CD8_C06-CD160","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC115-20170215",-17.1096024945651,-8.29077474596419,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC116-20170215",-13.495522635888,-12.3849991371111,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC117-20170215",-4.67477272541389,-27.1907801406455,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC118-20170215",-21.8341752091443,-12.2278762165167,"CD8_C05-CD6","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC119-20170215",-10.895729918066,-17.2109024506529,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC120-20170215",-14.1582260823705,-24.5094657106011,"CD8_C05-CD6","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC124-20170215",-16.550780196625,-6.00127069235159,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC125-20170215",-12.1812783293761,-23.8828895042684,"CD8_C05-CD6","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC126-20170215",-25.9167654191701,-7.7628943141952,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC127-20170215",-19.1751554972266,-5.10055334423608,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC129-20170215",-14.6448718456879,-6.03128972785571,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC131-20170215",-15.8955588258404,-7.59379700655663,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC139-20170215",-16.3498886094785,-7.70269871950923,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC140-20170215",-15.14970228309,-8.4245441539063,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC141-20170215",-8.21295184529616,-7.45371141730567,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC142-20170215",-16.4826539951842,-4.65413191630441,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC143-20170215",3.74871797690041,-4.68397033782152,"CD8_C05-CD6","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC145-20170215",-14.5410267525343,-21.1503256741644,"CD8_C05-CD6","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC146-20170215",-14.2170164608841,-24.5230200285261,"CD8_C05-CD6","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC147-20170215",-21.3686980230445,-11.2723683447097,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC148-20170215",-1.42871818636287,-10.3484763029465,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC149-20170215",-22.0729944323049,-12.5046604067373,"CD8_C07-HAVCR2","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC150-20170215",-27.322262996198,-20.3510896040794,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC151-20170215",-17.9164300599504,-25.29082780547,"CD8_C05-CD6","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC152-20170215",-20.0248066874272,-18.8664421436977,"CD8_C05-CD6","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC153-20170215",-14.1363188124749,-6.73260370824843,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC154-20170215",-17.4319078703521,-26.9763535387524,"CD8_C05-CD6","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC155-20170215",-8.99386603143587,-19.3975448319027,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC156-20170215",-17.6070086944521,-23.2981410880126,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC157-20170215",-20.1602182214174,-22.1253548770561,"CD8_C05-CD6","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC158-20170215",-2.83958680398893,-12.1126331961475,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC159-20170215",-23.5774560262567,-7.38938646074423,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC161-20170215",-16.1824920552579,-6.47891085122361,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC162-20170215",-25.2795660024673,-8.33763968703423,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC164-20170215",-14.0828559231886,-6.51284980439471,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC165-20170215",-15.2686394160012,-8.22992357078392,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC166-20170215",-15.5200915585761,-7.58478771769298,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC167-20170215",-23.6955340753785,-7.79648838472377,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC168-20170215",-14.0556106000879,-6.33500298408368,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC169-20170215",-16.3641062613144,-9.82434286815168,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC170-20170215",-15.3947590797158,-7.48845558069384,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC171-20170215",-28.7855182180248,-24.4284112596666,"CD8_C06-CD160","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC173-20170215",-16.0275839035725,-6.1273652385429,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC174-20170215",-10.0907377916144,-8.94323522970426,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC175-20170215",-16.4821146586627,-5.34728365610682,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC177-20170215",-29.5579653270909,-5.28598323990086,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC178-20170215",-14.716985739172,-7.66296650290638,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC179-20170215",-1.17269364596114,-29.0223342030569,"CD8_C03-CX3CR1","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC180-20170215",-23.9824183063624,-8.24406127395937,"CD8_C07-HAVCR2","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC181-20170215",-29.9563343196045,-4.51780290397117,"CD8_C07-HAVCR2","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC183-20170215",-16.7174819427786,-7.61237718393846,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC184-20170215",-16.1873333890158,-8.20611934462583,"CD8_C03-CX3CR1","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC185-20170215",-11.8740252979834,-15.1174096047976,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC186-20170215",-12.4535490547768,-5.86654165256996,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC187-20170215",-13.6919404422902,-26.1245337557278,"CD8_C05-CD6","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC188-20170215",-17.3387980504658,-22.8094799389769,"CD8_C05-CD6","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC189-20170215",-24.3232395137344,0.818678854103023,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC191-20170215",-5.11828634335614,-26.740937266468,"CD8_C03-CX3CR1","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC192-20170215",2.77873099767604,-11.3069057825314,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC33-20170215",-23.7183765940184,-3.96450555548274,"CD8_C07-HAVCR2","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC42-20170215",-18.0291001487187,-5.08409266965478,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC45-20170215",-17.29746495426,-27.0620955510957,"CD8_C05-CD6","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC46-20170215",-3.4870054605744,-28.9908752173178,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC47-20170215",-31.4512533040875,-29.533486649953,"CD8_C06-CD160","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC52-20170215",0.946015694137276,-15.076222053833,"CD8_C02-GPR183","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC53-20170215",-25.1760472908684,-8.35952697701453,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC61-20170215",-14.0536526400631,-8.05692211186421,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC62-20170215",-1.68474231757749,-32.5069687642523,"CD8_C03-CX3CR1","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC63-20170215",-17.6825631932369,-24.5865448864942,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC65-20170215",-17.131797724888,-5.62839301790568,"CD8_C07-HAVCR2","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC66-20170215",-9.5472481763899,-7.44233720923259,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
"TTC67-20170215",-25.9584182106337,-8.0214800471274,"CD8_C04-GZMK","P0215","TTC","CD8","diverse","log2(TPM + 1)"
