"cell_names","tSNE1","tSNE2","Cluster","Patient","SampleType","stype","invariantTCR","Units"
"TTR31-20170215",0.528368701061,34.0727138949645,"CD4_C12-CCR8","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR3-20170215",-9.24586251301007,18.4176903604068,"CD4_C08-IL23R","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR32-20170215",-6.41164100333158,31.0891795450234,"CD4_C12-CCR8","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR33-20170215",6.69218024757587,32.5509509692454,"CD4_C12-CCR8","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR34-20170215",4.12321495039563,31.7557874215869,"CD4_C12-CCR8","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR35-20170215",3.41697275629409,31.1406433610123,"CD4_C12-CCR8","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR36-20170215",-6.26119041866095,38.5073417720665,"CD4_C12-CCR8","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR37-20170215",-6.27801404508454,13.1040030208812,"CD4_C08-IL23R","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR38-20170215",-1.19710056190008,2.71202750364563,"CD4_C05-CXCR6","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR39-20170215",-0.417601678505021,3.06324838151468,"CD4_C05-CXCR6","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR4-20170215",-2.29385624516785,46.2910674213039,"CD4_C12-CCR8","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR42-20170215",-4.69542237947441,22.0285894695533,"CD4_C12-CCR8","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR43-20170215",12.2832448073774,3.56828432007213,"CD4_C04-TCF7","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR46-20170215",-6.69621412055041,12.9528371543054,"CD4_C08-IL23R","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR47-20170215",-8.21218990371061,39.8150639654065,"CD4_C12-CCR8","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR48-20170215",-3.33875006867374,45.1535360905739,"CD4_C12-CCR8","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR50-20170215",-6.56174190971234,12.6911940610474,"CD4_C08-IL23R","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR51-20170215",-2.13079302755454,21.5894222075212,"CD4_C12-CCR8","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR52-20170215",-9.40654651899976,34.3370330490657,"CD4_C12-CCR8","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR53-20170215",-9.66801752443415,4.12703621411454,"CD4_C09-CXCL13","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR54-20170215",6.58843479578693,11.2903895922665,"CD4_C04-TCF7","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR55-20170215",-8.94628942326858,2.71036879965351,"CD4_C07-GZMK","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR56-20170215",1.276703573748,43.447803641259,"CD4_C12-CCR8","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR58-20170215",-7.91387333106566,35.027984717507,"CD4_C12-CCR8","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR60-20170215",-5.93248497361636,4.01590858627902,"CD4_C07-GZMK","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR61-20170215",-4.57285871181024,24.7436248947394,"CD4_C12-CCR8","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR65-20170215",-5.37424230579187,40.2002089982777,"CD4_C12-CCR8","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR66-20170215",-1.62589340491088,23.3645685609788,"CD4_C12-CCR8","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR68-20170215",1.09640853512171,32.9706450345058,"CD4_C12-CCR8","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR69-20170215",-2.46653975478629,22.6817287700866,"CD4_C10-IKZF2","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR71-20170215",-5.60236146140518,18.2870477594678,"CD4_C08-IL23R","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR7-20170215",-1.15760474840233,43.5726498636331,"CD4_C12-CCR8","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR72-20170215",2.14768294228984,39.5451928691533,"CD4_C12-CCR8","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR73-20170215",-0.296435441238604,3.12934508002678,"CD4_C07-GZMK","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR75-20170215",-7.05219053132437,45.4513145498931,"CD4_C12-CCR8","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR76-20170215",4.33809607498144,24.5605208987844,"CD4_C12-CCR8","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR78-20170215",-5.98553673099477,38.4651073889465,"CD4_C12-CCR8","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR79-20170215",-7.04778687481641,11.2915520746701,"CD4_C08-IL23R","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR80-20170215",2.28585613485947,1.68715839144513,"CD4_C04-TCF7","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR81-20170215",-4.31957341492613,22.1469943717959,"CD4_C12-CCR8","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR8-20170215",-5.82051877922984,43.9175022944492,"CD4_C12-CCR8","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR83-20170215",-3.71725646930733,45.2115576622335,"CD4_C12-CCR8","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR84-20170215",-15.3105359271266,12.1510471475527,"CD4_C09-CXCL13","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR85-20170215",-7.78352077143488,7.23561869439165,"CD4_C07-GZMK","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR86-20170215",-5.34158391097241,45.9113165665521,"CD4_C12-CCR8","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR88-20170215",-5.07918326493393,34.7391956142647,"CD4_C12-CCR8","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR89-20170215",2.47365920387236,42.8181461276418,"CD4_C12-CCR8","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR90-20170215",-6.27894968137008,18.5774972683391,"CD4_C08-IL23R","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR91-20170215",8.55655981258737,27.8163768384125,"CD4_C11-IL10","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR92-20170215",8.66893756908639,28.8192179314315,"CD4_C12-CCR8","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR93-20170215",-5.77946743936187,42.4909383453617,"CD4_C12-CCR8","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR94-20170215",-1.53473226477106,20.365347137021,"CD4_C12-CCR8","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR95-20170215",6.40077171317528,33.7388010135283,"CD4_C12-CCR8","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR96-20170215",-4.9444312526054,24.5912053508002,"CD4_C12-CCR8","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"TTR99-20170215",3.30140858923793,29.0287635290448,"CD4_C12-CCR8","P0215","TTR","CD4","diverse","log2(TPM + 1)"
"NTC100-20170411",-20.3950533431001,-22.2043521761005,"CD8_C05-CD6","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC101-20170411",-27.4148240605182,-26.2176216481901,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC102-20170411",-27.8482935420502,-28.157544819068,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC103-20170411",-23.2656375624878,-24.8291527815727,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC104-20170411",-8.34819842890511,-12.2754714678879,"CD8_C04-GZMK","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC105-20170411",-29.2050989152155,-28.4115029903321,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC106-20170411",-19.6293862466035,-25.3574186476744,"CD8_C05-CD6","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC107-20170411",-17.9743577193517,-22.2999710670681,"CD8_C05-CD6","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC108-20170411",-17.9662908821118,-23.841837600027,"CD8_C05-CD6","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC109-20170411",-27.6811724962301,-27.9073797081032,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC110-20170411",-26.5534147715952,-24.8738379710105,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC111-20170411",-27.0887800398358,-24.4900680223095,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC11-20170411",-29.4461660291129,-29.6549980466089,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC112-20170411",-17.0555318526386,-21.4760278867179,"CD8_C05-CD6","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC114-20170411",-17.7936852989146,-24.2551722281656,"CD8_C05-CD6","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC116-20170411",-19.106805318756,-23.2580577175299,"CD8_C05-CD6","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC117-20170411",-6.14727949234801,-14.2452093011374,"CD8_C05-CD6","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC118-20170411",-27.2289072053002,-27.0078135193636,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC119-20170411",-13.1671252440437,-22.081917644314,"CD8_C05-CD6","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC1-20170411",-19.9538450151861,-28.2512136058534,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC121-20170411",-28.6345146006906,-27.9070488190812,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC12-20170411",-25.7432745437666,-23.9711470640194,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC122-20170411",-19.2746559786489,-28.6342583116188,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC123-20170411",-25.0739310963056,-26.6569651040146,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC125-20170411",-30.68157584248,-29.6487862836439,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC127-20170411",-13.2949403703538,-21.6520937752605,"CD8_C05-CD6","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC129-20170411",-18.4841272469921,-27.1167536029509,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC130-20170411",-1.62342361908291,-14.2750508325256,"CD8_C04-GZMK","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC133-20170411",-12.7608105270922,-22.9836587331915,"CD8_C05-CD6","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC134-20170411",-25.8321600584842,-25.8996817155781,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC137-20170411",-26.2079310291454,-27.8484458819695,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC138-20170411",-19.8367041837706,-22.6798725331398,"CD8_C05-CD6","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC140-20170411",-29.8294933374902,-27.5554054911872,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC14-20170411",-27.3040230436127,-27.3297260187001,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC142-20170411",-27.9596925325323,-28.7835465515536,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC144-20170411",-23.5534867867658,-24.8639776885758,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC15-20170411",-10.433296337684,-23.6066140101366,"CD8_C05-CD6","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC17-20170411",-19.6601238335605,-22.6902810865482,"CD8_C05-CD6","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC18-20170411",-28.1067349825922,-27.0605802730088,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC19-20170411",-26.1707644095195,-25.9502434471766,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC20-20170411",-11.8931408906476,-22.9014784878469,"CD8_C05-CD6","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC2-20170411",-27.924130137407,-24.2879912525629,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC23-20170411",-24.000339977702,-26.5550761188915,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC24-20170411",-28.4192925696039,-27.8669407218296,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC26-20170411",-21.029451538984,-25.107690152358,"CD8_C05-CD6","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC27-20170411",-20.379504312688,-22.3333925424142,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC28-20170411",-19.4685287596563,-25.1441726369579,"CD8_C05-CD6","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC29-20170411",-28.5494757038829,-26.6219864253494,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC30-20170411",-29.4046819968867,-29.4550031683859,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC31-20170411",-30.5283896857459,-23.4196143456143,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC3-20170411",-29.5697228139346,-29.4766707668207,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC32-20170411",-27.2771926077857,-25.4686845286927,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC34-20170411",-27.8824632584679,-27.6805497997498,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC35-20170411",-16.6999064487871,-24.3034356852337,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC36-20170411",-1.9812220441375,-24.8424699535801,"CD8_C04-GZMK","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC37-20170411",-26.9499015290035,-27.6140987710811,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC38-20170411",-25.779847980389,-24.0432476293636,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC39-20170411",-21.166013300711,-22.8687928766791,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC41-20170411",-26.0355846437974,-24.8599189839398,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC4-20170411",-26.7647026875613,-27.1584020000178,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC42-20170411",-20.7560275386269,-24.598139714745,"CD8_C05-CD6","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC43-20170411",-16.8553164271624,-25.6064803704741,"CD8_C05-CD6","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC44-20170411",-28.0613129754004,-28.7320120070905,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC45-20170411",-15.9519468481262,-22.9876835940192,"CD8_C05-CD6","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC48-20170411",-29.5345316658623,-28.1936750241563,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC49-20170411",-21.8188492355713,-23.0583538836255,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC50-20170411",-27.4456044318517,-26.7114482017368,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC51-20170411",-21.9945678031418,-26.2552751271401,"CD8_C05-CD6","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC52-20170411",-28.1183592486281,-26.6825368484116,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC53-20170411",-27.9421254449285,-27.9587906956153,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC54-20170411",-19.5694528260835,-25.341718768596,"CD8_C05-CD6","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC55-20170411",-3.14708607404721,-14.3058217107277,"CD8_C04-GZMK","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC56-20170411",-29.2913533279153,-29.935116305,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC58-20170411",-12.867423643477,-23.4596645585838,"CD8_C05-CD6","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC59-20170411",-17.1702064085159,-24.4626622187429,"CD8_C05-CD6","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC60-20170411",-21.2607786779921,-22.9063836140566,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC61-20170411",-1.80535819862941,-25.2199620310906,"CD8_C03-CX3CR1","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC63-20170411",-3.00457624390674,-14.3580979668867,"CD8_C04-GZMK","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC64-20170411",-12.6957625939314,-24.1680560905275,"CD8_C05-CD6","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC65-20170411",-18.0730021574455,-24.1256327887161,"CD8_C05-CD6","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC66-20170411",-27.7586799269597,-26.4799866801914,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC67-20170411",-18.9641442677591,-24.8686059179262,"CD8_C05-CD6","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC68-20170411",-3.16735316324281,8.90488412792365,"CD8_C05-CD6","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC69-20170411",-26.4348304444461,-25.8589166467683,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC70-20170411",-27.615043373086,-26.9678799995511,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC71-20170411",-19.4925323098095,-27.5702354146058,"CD8_C05-CD6","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC72-20170411",-19.839096710224,-26.3913134438954,"CD8_C05-CD6","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC73-20170411",-29.1207413967786,-27.3257429501319,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC75-20170411",-2.82010844533048,-18.3269808652892,"CD8_C04-GZMK","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC76-20170411",-2.17576285466915,-14.3884997128542,"CD8_C04-GZMK","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC77-20170411",-11.3955797714564,-25.4149705089063,"CD8_C05-CD6","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC78-20170411",-19.8405006389605,-25.682243999184,"CD8_C05-CD6","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC79-20170411",-12.6674510698197,-24.2390265390657,"CD8_C05-CD6","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC80-20170411",-27.2228317515691,-25.9957953767413,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC82-20170411",-1.93252832450016,-14.4059549703339,"CD8_C04-GZMK","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC83-20170411",-27.8201995688382,-26.786654227996,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC84-20170411",-27.4075813694776,-28.7901799254132,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC86-20170411",-17.3859967620556,-25.3939305283508,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC88-20170411",-0.791632069829846,-15.9248098924419,"CD8_C04-GZMK","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC89-20170411",-19.4871159010593,-24.8771398950509,"CD8_C05-CD6","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC90-20170411",-25.6674947856321,-23.7286779104134,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC91-20170411",-1.64227098872718,-16.1022583578771,"CD8_C04-GZMK","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC92-20170411",-17.889218076129,-24.3141626300104,"CD8_C05-CD6","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC93-20170411",-1.61087673250146,-15.7706257874197,"CD8_C04-GZMK","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC94-20170411",-26.4109049492434,-25.8430829665906,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC95-20170411",-18.9280951558766,-27.4264002935186,"CD8_C05-CD6","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC96-20170411",5.48612519840356,-19.0378814216475,"CD8_C04-GZMK","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC97-20170411",-20.0147849417413,-27.9670595436217,"CD8_C05-CD6","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC98-20170411",-28.5530866345012,-28.7644174523546,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTC99-20170411",-25.7899891721643,-24.2333771882049,"CD8_C06-CD160","P0411","NTC","CD8","diverse","log2(TPM + 1)"
"NTH10-20170411",12.9955220150101,15.1484457970055,"CD4_C06-CXCR5","P0411","NTH","CD4","diverse","log2(TPM + 1)"
"NTH11-20170411",10.7281611407795,12.5316776992421,"CD4_C11-IL10","P0411","NTH","CD4","diverse","log2(TPM + 1)"
"NTH15-20170411",2.47092715451868,3.52855832188075,"CD4_C04-TCF7","P0411","NTH","CD4","diverse","log2(TPM + 1)"
"NTH17-20170411",11.8859623202938,9.9302146234164,"CD4_C04-TCF7","P0411","NTH","CD4","diverse","log2(TPM + 1)"
"NTH20-20170411",11.3684328510889,13.030014517381,"CD4_C06-CXCR5","P0411","NTH","CD4","diverse","log2(TPM + 1)"
"NTH21-20170411",14.3086712659399,16.3719672863889,"CD4_C06-CXCR5","P0411","NTH","CD4","diverse","log2(TPM + 1)"
"NTH23-20170411",9.49863674628459,10.3751053013538,"CD4_C11-IL10","P0411","NTH","CD4","diverse","log2(TPM + 1)"
"NTH24-20170411",23.8744551439863,13.2066837720768,"CD4_C10-IKZF2","P0411","NTH","CD4","diverse","log2(TPM + 1)"
"NTH30-20170411",10.8972508083457,7.14242373281474,"CD4_C04-TCF7","P0411","NTH","CD4","diverse","log2(TPM + 1)"
"NTH3-20170411",17.5196028102219,7.62648357852953,"CD4_C04-TCF7","P0411","NTH","CD4","diverse","log2(TPM + 1)"
"NTH32-20170411",10.0851962241471,6.89837385971472,"CD4_C04-TCF7","P0411","NTH","CD4","diverse","log2(TPM + 1)"
"NTH34-20170411",15.8702539700678,18.4790034791889,"CD4_C06-CXCR5","P0411","NTH","CD4","diverse","log2(TPM + 1)"
"NTH35-20170411",9.73252617886697,9.08927775626485,"CD4_C05-CXCR6","P0411","NTH","CD4","diverse","log2(TPM + 1)"
"NTH36-20170411",1.70570463842625,3.72549620887988,"CD4_C05-CXCR6","P0411","NTH","CD4","diverse","log2(TPM + 1)"
"NTH37-20170411",7.71716785895009,6.80628337437602,"CD4_C04-TCF7","P0411","NTH","CD4","diverse","log2(TPM + 1)"
"NTH38-20170411",15.4268512998516,16.8760549564521,"CD4_C06-CXCR5","P0411","NTH","CD4","diverse","log2(TPM + 1)"
"NTH41-20170411",12.9853704237254,6.72508202476159,"CD4_C04-TCF7","P0411","NTH","CD4","diverse","log2(TPM + 1)"
"NTH42-20170411",10.2734721116141,12.7286769489046,"CD4_C04-TCF7","P0411","NTH","CD4","diverse","log2(TPM + 1)"
"NTH47-20170411",16.7430799190479,1.72814610468393,"CD4_C04-TCF7","P0411","NTH","CD4","diverse","log2(TPM + 1)"
"NTH49-20170411",13.9989578322082,10.3609134709518,"CD4_C04-TCF7","P0411","NTH","CD4","diverse","log2(TPM + 1)"
"NTH51-20170411",8.48443213498643,7.60531620414614,"CD4_C05-CXCR6","P0411","NTH","CD4","diverse","log2(TPM + 1)"
"NTH52-20170411",12.5453696218862,7.77324401078264,"CD4_C04-TCF7","P0411","NTH","CD4","diverse","log2(TPM + 1)"
"NTH53-20170411",12.942093064603,6.68800504163118,"CD4_C04-TCF7","P0411","NTH","CD4","diverse","log2(TPM + 1)"
"NTH56-20170411",11.4198703299652,16.9625715711309,"CD4_C11-IL10","P0411","NTH","CD4","diverse","log2(TPM + 1)"
"NTH57-20170411",10.9970737805157,9.73976111559977,"CD4_C04-TCF7","P0411","NTH","CD4","diverse","log2(TPM + 1)"
"NTH63-20170411",17.2524120806441,7.88283306812244,"CD4_C04-TCF7","P0411","NTH","CD4","diverse","log2(TPM + 1)"
"NTH65-20170411",10.2161207298498,8.54488554147633,"CD4_C04-TCF7","P0411","NTH","CD4","diverse","log2(TPM + 1)"
"NTH66-20170411",-5.94337876081352,-3.4251267872273,"CD4_C05-CXCR6","P0411","NTH","CD4","diverse","log2(TPM + 1)"
"NTH69-20170411",15.8842148424709,9.49245823284919,"CD4_C04-TCF7","P0411","NTH","CD4","diverse","log2(TPM + 1)"
"NTH71-20170411",-1.77425433300128,9.57977702161011,"CD4_C05-CXCR6","P0411","NTH","CD4","diverse","log2(TPM + 1)"
"NTH7-20170411",-2.49641335428461,-14.3594145291233,"CD4_C07-GZMK","P0411","NTH","CD4","diverse","log2(TPM + 1)"
"NTH73-20170411",1.60241670354108,4.57144205642135,"CD4_C05-CXCR6","P0411","NTH","CD4","diverse","log2(TPM + 1)"
"NTH75-20170411",14.0437755109387,6.44397340497378,"CD4_C04-TCF7","P0411","NTH","CD4","diverse","log2(TPM + 1)"
"NTH78-20170411",11.6479282365172,9.22837810533493,"CD4_C04-TCF7","P0411","NTH","CD4","diverse","log2(TPM + 1)"
"NTH80-20170411",11.7343814070521,9.10448144184324,"CD4_C04-TCF7","P0411","NTH","CD4","diverse","log2(TPM + 1)"
"NTH82-20170411",15.794658347963,11.2062974836343,"CD4_C04-TCF7","P0411","NTH","CD4","diverse","log2(TPM + 1)"
"NTH84-20170411",12.2853327514702,13.2034552132182,"CD4_C11-IL10","P0411","NTH","CD4","diverse","log2(TPM + 1)"
"NTH85-20170411",11.7182379855186,9.97633963318892,"CD4_C04-TCF7","P0411","NTH","CD4","diverse","log2(TPM + 1)"
"NTH89-20170411",20.6933615082729,9.26107460489038,"CD4_C05-CXCR6","P0411","NTH","CD4","diverse","log2(TPM + 1)"
"NTH9-20170411",12.4199233649268,9.22974218811305,"CD4_C11-IL10","P0411","NTH","CD4","diverse","log2(TPM + 1)"
"PTC10-20170411",21.5424825947794,-8.06658892967714,"CD8_C02-GPR183","P0411","PTC","CD8","diverse","log2(TPM + 1)"
